video,video_condition,im_condition,pred_val,word_start,word_end,resp_exp_fear,rt_exp_fear,resp_current_anxiety,rt_current_anxiety,video_start,video_end,resp_fear,resp_anxiety,resp_arousal,resp_valence,rt_fear,rt_anxiety,rt_arousal,rt_valence,anticipation_hp,anticipation_scr_events,video_hp,video_scr,hp_video_ratings,participant_num,hp_base_anticipation,base_ECG,base_scr,trial_num
social_low_2.mov,2,1,1,450.932,453.933,0.308,3.471,0.171,1.518,463.646,484.971,0.751,0.792,0.697,0.254,2.953,1.468,1.585,1.869,NaN,0,NaN,0.148,0.768,110,0.736,NaN,0.11,9
spider_high_6.mov,3,2,2,502.339,505.34,0.211,2.086,0.146,2.937,514.085,533.691,0.427,0.677,0.78,0.264,2.953,1.151,1.218,1.268,0.727,0,0.751,0.161,0.759,110,0.776,NaN,0.11,10
spider_low_1.m4v,3,1,1,549.775,552.775,0.248,3.687,0.313,4.055,564.241,584.465,0.482,0.633,0.531,0.219,4.789,2.57,1.952,1.769,0.783,0,0.782,0.052,0.783,110,0.79,NaN,0.11,11
spider_low_3.m4v,3,1,1,605.036,608.036,0.334,4.272,0.259,2.553,620.587,641.244,0.428,0.597,0.414,0.369,3.604,2.336,3.554,1.685,0.761,0,NaN,0.051,0.814,110,0.714,NaN,0.11,12
heights_high_3.m4v,1,2,2,742.038,745.038,0.279,4.238,0.262,2.62,760.625,781.215,0.709,0.745,0.893,0.308,2.486,2.086,1.936,2.303,NaN,0,0.813,0.255,0.73,110,0.705,NaN,0.11,13
social_high_6.mov,2,2,2,799.518,802.518,0.297,2.753,0.495,4.138,813.133,833.656,0.616,0.736,0.668,0.153,2.486,1.468,1.802,2.336,0.783,0,NaN,0,0.79,110,0.727,NaN,0.11,14
social_high_5.m4v,2,2,1,851.242,854.242,0.366,3.07,0.165,2.62,865.658,885.631,0.63,0.637,0.893,0.776,2.536,1.735,1.235,2.353,0.847,0,0.804,0.053,NaN,110,0.798,NaN,0.11,15
heights_low_6.m4v,1,1,2,902.983,905.983,0.188,3.254,0.332,2.002,919.968,937.956,0.051,0.087,0.845,0.913,1.969,1.769,1.468,2.186,0.796,0,0.786,0.118,0.801,110,0.765,NaN,0.11,16
heights_high_6.mov,1,2,1,954.84,957.84,0.318,2.186,0.189,1.318,970.073,990.546,0.693,0.691,0.822,0.261,2.837,1.719,1.569,1.268,0.776,0,NaN,0.154,0.689,110,0.737,NaN,0.11,17
heights_low_5.m4v,1,1,1,1007.432,1010.432,0.362,14.983,0.151,0.884,1035.028,1055.002,0.002,0,0.697,0.95,1.769,0.901,5.79,2.269,0.777,0,0.764,0.158,0.771,110,0.752,NaN,0.11,18
spider_low_6.m4v,3,1,2,1075.223,1078.223,0.5,0.351,0.376,2.419,1084.717,1105.207,0.253,0.204,0.061,0.647,2.036,2.086,1.902,2.953,0.733,0,0.737,0,0.778,110,0.811,NaN,0.11,19
spider_high_4.m4v,3,2,1,1123.677,1126.677,0.045,2.853,0.189,2.169,1136.424,1156.864,0.625,0.811,0.647,0.063,4.438,1.685,1.702,1.769,0.744,0,0.824,0.103,0.804,110,0.76,NaN,0.11,20
spider_high_1.mov,3,2,1,1175.951,1178.952,0.274,2.553,0.428,4.005,1191.235,1211.207,0.289,0.238,0.652,0.189,16.201,4.405,1.452,13.632,0.77,0,0.808,0.105,NaN,110,0.775,NaN,0.11,21
social_low_6.m4v,2,1,2,1256.39,1259.39,0.314,6.874,0.209,1.602,1271.59,1290.98,0.306,0.157,0.783,0.676,1.936,1.101,1.585,1.302,0.787,0,0.865,0.218,0.757,110,0.833,NaN,0.11,22
social_low_5.m4v,2,1,1,1306.396,1309.396,0.219,1.902,0.365,2.102,1318.125,1338.082,0.086,0.128,0.207,0.735,38.86,1.268,1.852,2.002,0.798,0,NaN,0.106,NaN,110,0.737,NaN,0.11,23
spider_low_4.m4v,3,1,2,1391.557,1394.557,0.453,3.688,0.266,1.001,1402.969,1423.46,0.082,0.129,0.25,0.65,2.019,1.185,1.568,1.502,0.77,0,0.852,0.103,NaN,110,0.724,NaN,0.11,24
heights_low_1.m4v,1,1,2,1522.451,1525.452,0.174,3.487,0.171,0.951,1538.619,1559.577,0.121,0.099,0.282,0.909,2.353,0.868,1.752,3.104,NaN,0,NaN,0.15,0.837,110,0.76,NaN,0.11,25
heights_high_5.mov,1,2,1,1577.145,1580.145,0.239,2.453,0.272,3.02,1594.348,1614.337,0.366,0.457,0.76,0.66,2.97,3.371,1.935,1.251,NaN,0,0.93,0.211,NaN,110,NaN,NaN,0.11,26
spider_high_5.m4v,3,2,2,1633.357,1636.358,0.306,1.886,0.179,3.871,1645.838,1666.312,0.361,0.616,0.55,0.158,2.102,2.486,5.306,1.785,0.89,0,0.947,0.103,0.918,110,NaN,NaN,0.11,27
social_high_1.mov,2,2,2,1687.484,1690.484,0.423,5.79,0.249,2.77,1704.77,1724.809,0.282,0.689,0.869,0.938,3.12,0.784,1.352,1.769,0.872,0,0.909,0.158,0.818,110,NaN,NaN,0.11,28
social_high_4_replacement.mov,2,2,1,1741.327,1744.327,0.359,2.186,0.252,2.336,1753.574,1773.846,0.653,0.838,0.84,0.155,2.67,0.784,1.535,1.719,0.766,0,0.919,0.259,0.902,110,0.707,NaN,0.11,29
heights_low_4.m4v,1,1,2,1790.048,1793.048,0.242,1.568,0.374,1.852,1805.197,1826.189,0.119,0.243,0.928,0.962,1.218,0.951,1.135,1.168,NaN,0,0.85,0.15,0.92,110,0.874,NaN,0.11,30
heights_high_1.m4v,1,2,1,1840.153,1843.153,0.429,4.639,0.244,0.834,1857.355,1877.745,0.658,0.734,0.854,0.174,1.368,3.637,1.385,0.668,0.896,0,NaN,0.155,0.922,110,0.979,NaN,0.11,31
spider_low_2.mov,3,1,2,1894.296,1897.296,0.491,1.535,0.357,0.534,1904.09,1924.613,0.266,0.492,0.352,0.366,3.504,1.134,2.102,1.618,0.902,0,0.904,0.051,0.827,110,0.934,NaN,0.11,32
spider_low_5.mov,3,1,1,1942.466,1945.466,0.282,1.318,0.259,1.468,1951.976,1972.283,0.403,0.636,0.304,0.335,2.002,1.685,2.903,1.852,0.754,0,0.888,0.052,0.905,110,NaN,NaN,0.11,33
spider_high_3.mov,3,2,1,1990.219,1993.219,0.291,8.943,0.271,1.235,2009.123,2029.229,0.458,0.587,0.631,0.224,2.736,1.001,1.485,1.568,NaN,0,NaN,0.262,0.924,110,0.873,NaN,0.11,34
social_low_1.m4v,2,1,2,2045.513,2048.514,0.444,0.918,0.319,0.984,2054.139,2074.93,0.061,0.055,0.134,0.713,1.802,1.785,2.269,2.886,NaN,0,NaN,0.202,0.689,110,0.884,NaN,0.11,35
social_low_4.m4v,2,1,1,2093.166,2096.166,0.304,1.268,0.262,1.101,2102.26,2122.984,0.069,0.093,0.171,0.842,2.052,1.035,4.172,3.104,NaN,0,0.825,0.051,0.817,110,0.788,NaN,0.11,36
heights_low_1.m4v,1,1,2,10.111,13.139,0.752,2.319,0.545,1.502,25.729,46.739,0.386,0.39,0.385,0.599,1.869,2.403,2.437,2.586,1.138,0,1.174,0.05,1.054,112,1.137,1.01,0.09,1
heights_high_4.m4v,1,2,1,65.589,68.59,0.613,1.402,0.569,1.852,80.59,100.882,0.801,0.666,0.755,0.014,2.069,1.435,1.602,1.068,1.003,0,1.11,0.104,1.138,112,0.884,1.01,0.09,2
heights_low_5.m4v,1,1,1,116.562,119.563,0.671,2.136,0.593,1.018,131.462,151.453,0.5,0.5,0.478,0.552,1.602,1.168,2.937,1.602,0.975,0,1.081,0.053,1.071,112,1.107,1.01,0.09,3
social_high_3.mov,2,2,2,168.269,171.27,0.514,3.654,0.351,1.502,180.183,200.573,0.631,0.585,0.569,0.209,1.652,1.068,1.285,1.418,0.777,0,1.166,0,1.087,112,0.881,1.01,0.09,4
spider_low_4.m4v,3,1,2,215.505,218.507,0.757,1.936,0.556,1.352,225.55,246.06,0.438,0.577,0.593,0.204,3.437,2.603,2.119,2.169,0.815,0,1.059,0,0.98,112,0.947,1.01,0.09,5
spider_high_1.mov,3,2,1,265.894,268.894,0.771,4.021,0.607,1.602,278.258,298.266,0.661,0.725,0.749,0,1.435,0.934,1.535,0.634,0.947,0,1.194,0.053,1.083,112,1.001,1.01,0.09,6
spider_high_5.m4v,3,2,1,312.295,315.296,0.7,3.02,0.596,0.835,324.893,345.402,0.753,0.753,0.806,0,2.103,0.885,1.168,0.551,1.047,0,1.163,0.051,1.049,112,1.128,1.01,0.09,7
social_low_3.m4v,2,1,2,359.598,362.598,0.5,2.019,0.5,0.501,368.858,388.999,0.316,0.337,0.241,0.675,2.77,1.168,1.452,0.834,0.802,0,0.998,0.209,1.092,112,0.792,1.01,0.09,8
social_low_5.m4v,2,1,1,404.714,407.715,0.521,1.502,0.494,0.985,414.942,434.934,0.175,0.161,0.141,0.915,2.286,0.785,1.569,0.534,0.994,0,NaN,0,0.924,112,0.99,1.01,0.09,9
social_high_4_replacement.mov,2,2,1,449.597,452.598,0.45,2.236,0.437,0.734,461.31,481.617,0.611,0.602,0.634,0.18,1.569,1.151,0.818,1.986,1.032,0,1.063,0.104,0.861,112,0.879,1.01,0.09,10
spider_low_1.m4v,3,1,2,496.633,499.633,0.719,1.335,0.708,1.318,507.027,527.27,0.484,0.479,0.51,0.037,1.652,0.868,2.019,0.985,1.099,0,1.219,0,1.141,112,1.048,1.01,0.09,11
heights_high_5.mov,1,2,2,542.3,545.3,0.593,1.369,0.51,0.918,556.332,576.338,0.685,0.612,0.663,0.406,1.485,0.801,1.535,0.45,0.738,0,1.13,0.158,1.161,112,0.956,1.01,0.09,12
social_high_1.mov,2,2,2,663.167,666.167,0.499,1.052,0.301,0.968,671.927,691.982,0.395,0.541,0.643,0.703,2.787,2.987,1.802,1.268,1.026,0,1.121,0.052,0.996,112,0.762,1.01,0.09,13
social_low_6.m4v,2,1,1,710.336,713.336,0.509,5.606,0.5,0.851,724.535,743.942,0.6,0.603,0.688,0.284,1.952,0.868,1.268,0.901,0.888,0,0.902,0.163,1.115,112,0.878,1.01,0.09,14
spider_high_4.m4v,3,2,2,758.439,761.44,0.665,0.985,0.558,0.701,766.865,787.34,0.69,0.634,0.762,0,1.285,0.751,1.485,0.985,0.813,0,0.978,0,1.06,112,0.901,1.01,0.09,15
spider_low_5.mov,3,1,1,801.336,804.336,0.714,1.218,0.636,1.302,811.598,831.938,0.622,0.671,0.674,0.015,1.302,1.185,1.001,0.534,0.898,0,1.082,0,0.974,112,0.944,1.01,0.09,16
spider_low_3.m4v,3,1,1,845.452,848.452,0.669,1.252,0.618,1.318,856.764,877.44,0.564,0.664,0.744,0.02,1.302,1.302,1.302,2.87,0.797,0,0.929,0.051,0.937,112,0.9,1.01,0.09,17
social_high_5.m4v,2,2,2,893.705,896.706,0.51,1.886,0.655,1.435,905.768,925.777,0.577,0.565,0.607,0.669,2.186,1.185,0.684,0.818,0.916,0,0.874,0.158,1.041,112,1.066,1.01,0.09,18
social_low_2.mov,2,1,1,940.14,943.14,0.511,2.42,0.568,3.604,952.904,974.247,0.544,0.568,0.587,0.597,3.437,1.335,2.436,2.019,0.777,0,1.139,0.049,1.036,112,0.926,1.01,0.09,19
heights_low_6.m4v,1,1,2,992.982,995.982,0.659,0.968,0.568,1.135,1006.83,1024.836,0.569,0.533,0.583,0.752,1.736,1.152,2.403,1.886,0.918,0,1.058,0.059,0.997,112,0.832,1.01,0.09,20
heights_low_3.mov,1,1,1,1041.502,1044.502,0.621,2.153,0.568,1.168,1056.552,1075.057,0.376,0.491,0.621,0.67,2.053,2.186,1.452,1.702,1.033,0,1.052,0,0.962,112,0.822,1.01,0.09,21
heights_high_1.m4v,1,2,1,1091.941,1094.941,0.563,1.419,0.5,0.801,1105.907,1126.315,0.617,0.609,0.636,0.056,2.253,0.951,0.968,0.968,0.808,0,1.053,0,1.065,112,0.796,1.01,0.09,22
spider_high_2.m4v,3,2,2,1140.945,1143.946,0.631,1.902,0.51,1.001,1150.589,1170.631,0.573,0.617,0.633,0,2.47,2.469,1.185,0.634,0.845,0,1.043,0.053,NaN,112,1.057,1.01,0.09,23
heights_high_3.m4v,1,2,2,1186.879,1189.88,0.6,1.235,0.571,1.085,1200.945,1221.554,0.554,0.548,0.461,0.158,2.753,0.601,1.802,3.487,1.104,0,0.933,0.051,0.858,112,1.079,1.01,0.09,24
social_high_6.mov,2,2,2,1312.619,1315.619,0.5,1.502,0.534,0.851,1321.712,1342.252,0.698,0.75,0.806,0.025,1.986,0.851,1.251,0.518,0.9,0,1.21,0,1.124,112,0.738,1.01,0.09,25
social_high_2.mov,2,2,1,1356.35,1359.35,0.559,2.703,0.511,0.868,1368.664,1389.638,0.717,0.732,0.741,0.105,1.952,1.085,1.001,0.768,1.014,0,1.155,0,1.144,112,0.927,1.01,0.09,26
heights_low_4.m4v,1,1,2,1403.936,1406.937,0.535,2.586,0.564,2.269,1420.538,1441.548,0.544,0.533,0.448,0.616,1.719,1.285,1.785,1.051,1.11,0,0.892,0.1,1.08,112,1.042,1.01,0.09,27
heights_low_2.m4v,1,1,1,1456.878,1459.878,0.526,1.252,0.525,0.467,1470.343,1490.351,0.024,0.31,0.432,0.916,2.019,2.053,2.837,1.786,0.847,0,1.156,0.053,1.027,112,0.865,1.01,0.09,28
heights_high_2.mov,1,2,1,1508.535,1511.536,0.597,1.385,0.481,0.801,1522.467,1543.341,0.747,0.688,0.67,0.146,1.268,0.417,0.801,0.367,0.841,0,1.13,0.201,0.99,112,0.913,1.01,0.09,29
social_low_4.m4v,2,1,2,1555.687,1558.688,0.593,0.918,0.586,0.718,1565.064,1585.807,0.137,0.144,0.252,0.909,3.136,1.902,4.722,1.836,0.766,0,1.006,0,0.967,112,0.98,1.01,0.09,30
social_low_1.m4v,2,1,1,1606.894,1609.894,0.5,1.652,0.334,1.619,1616.905,1637.731,0.179,0.288,0.248,0.877,2.269,0.818,1.569,0.568,0.842,0,0.991,0.101,0.963,112,0.753,1.01,0.09,31
spider_high_3.mov,3,2,2,1652.444,1655.445,0.744,0.885,0.287,1.102,1661.171,1681.294,0.632,0.597,0.65,0.197,2.103,1.235,5.106,1.085,0.92,0,0.954,0,0.987,112,1.091,1.01,0.09,32
spider_low_6.m4v,3,1,1,1700.314,1703.314,0.764,2.069,0.594,1.785,1711.893,1732.402,0.592,0.515,0.563,0.335,5.373,1.068,2.57,1.552,0.866,0,0.911,0.051,1.071,112,1.18,1.01,0.09,33
spider_high_6.mov,3,2,1,1752.455,1755.455,0.673,0.718,0.52,0.868,1760.781,1780.42,0.626,0.668,0.652,0.002,1.118,1.318,1.535,1.051,0.87,0,1.125,0.054,1.075,112,1.078,1.01,0.09,34
heights_high_6.mov,1,2,2,1794.935,1797.936,0.583,1.151,0.613,2.219,1810.052,1830.559,0.629,0.703,0.746,0.072,1.886,0.668,1.068,0.517,0.832,0,0.976,0.154,1.026,112,0.819,1.01,0.09,35
spider_low_2.mov,3,1,2,1844.19,1847.19,0.636,1.085,0.576,1.001,1855.018,1875.558,0.406,0.394,0.56,0.595,2.203,0.734,1.318,0.768,0.992,0,0.957,0.102,1.004,112,1.147,1.01,0.09,36
spider_high_P_1.mov,3,2,2,10.078,13.105,0.349,4.105,0.319,3.287,25.262,44.858,0.371,0.257,0.62,0.529,2.687,3.137,2.37,2.554,NaN,0,0.647,0.108,0.763,113,0.593,NaN,0.172,1
heights_low_P_1.m4v,1,1,2,57.664,60.665,0.589,3.687,0.414,3.337,71.446,86.519,0.279,0.335,0.5,0.752,3.404,2.236,2.269,2.469,0.755,0,0.785,0.142,0.741,113,0.704,NaN,0.172,2
spider_low_1.m4v,3,1,2,10.078,13.105,0.911,3.087,0.761,1.969,22.926,43.168,0.403,0.306,0.245,0.312,2.703,1.685,1.986,3.621,NaN,0,NaN,0.156,NaN,114,NaN,0.677,0.134,1
spider_low_5.mov,3,1,1,62.72,65.72,0.631,2.987,0.5,0.885,75.334,95.674,0.753,0.824,0.741,0.051,3.271,2.419,2.203,2.303,NaN,0,NaN,0.155,NaN,114,NaN,0.677,0.134,2
spider_high_1.mov,3,2,1,115.361,118.362,0.733,3.07,0.623,1.118,126.307,146.313,1,1,1,0,2.119,1.018,0.801,0.618,NaN,0,NaN,0.21,NaN,114,NaN,0.677,0.134,3
heights_high_6.mov,1,2,2,160.361,163.361,0.752,2.503,0.611,0.985,175.595,196.101,0.837,0.812,0.806,0.303,2.42,1.201,1.001,1.669,NaN,0,NaN,0.154,NaN,114,NaN,0.677,0.134,4
heights_high_4.m4v,1,2,1,211.901,214.903,0.79,2.503,0.709,1.152,227.303,247.595,0.658,0.685,0.613,0.447,2.536,1.569,1.518,2.753,NaN,0,NaN,0.207,NaN,114,NaN,0.677,0.134,5
heights_low_6.m4v,1,1,1,265.477,268.477,0.665,2.92,0.482,1.902,282.045,300.054,0.438,0.457,0.526,0.702,2.553,1.485,2.436,1.502,NaN,0,NaN,0.176,NaN,114,NaN,0.677,0.134,6
social_high_4_replacement.mov,2,2,2,317.535,320.535,0.541,2.803,0.5,1.018,328.096,348.419,0.602,0.613,0.721,0.282,2.787,1.969,1.752,1.886,NaN,0,NaN,0.104,NaN,114,NaN,0.677,0.134,7
social_low_3.m4v,2,1,1,366.305,369.306,0.582,2.319,0.621,1.285,378.652,398.795,0,0,0.285,1,1.936,1.535,4.789,1.035,NaN,0,NaN,0.209,NaN,114,NaN,0.677,0.134,8
social_high_1.mov,2,2,1,417.579,420.579,0.5,2.002,0.489,2.286,429.608,449.681,0.345,0.449,0.972,0.986,3.271,1.752,1.402,1.235,NaN,0,NaN,0.105,NaN,114,NaN,0.677,0.134,9
heights_low_3.mov,1,1,2,466.833,469.833,0.554,2.62,0.617,1.035,482.233,500.738,0,0,0.311,1,2.103,1.101,2.903,1.001,NaN,0,NaN,0.171,NaN,114,NaN,0.677,0.134,10
spider_high_6.mov,3,2,2,517.356,520.358,0.753,1.219,0.822,1.285,526.599,546.221,0.784,0.848,0.791,0.141,3.554,1.902,1.485,1.585,NaN,0,NaN,0.107,NaN,114,NaN,0.677,0.134,11
social_low_2.mov,2,1,2,564.241,567.241,0.5,1.986,0.5,0.601,573.568,594.911,0.593,0.717,0.809,0.36,2.77,1.085,1.285,1.435,NaN,0,NaN,0.147,NaN,114,NaN,0.677,0.134,12
heights_low_1.m4v,1,1,2,689.296,692.296,0.448,2.436,0.33,1.251,704.729,725.722,0,0,0.197,1,2.236,0.784,1.619,1.185,NaN,0,NaN,0.15,NaN,114,NaN,0.677,0.134,13
spider_low_4.m4v,3,1,2,741.036,744.036,0.835,1.519,0.899,1.318,750.613,771.121,0.223,0.304,0.438,0.777,1.936,0.935,1.619,1.017,NaN,0,NaN,0.154,NaN,114,NaN,0.677,0.134,14
spider_high_3.mov,3,2,1,786.119,789.12,0.5,1.552,0.5,0.05,794.462,814.568,0.628,0.877,0.818,0.233,2.086,1.619,1.502,1.435,NaN,0,NaN,0.209,NaN,114,NaN,0.677,0.134,15
social_high_3.mov,2,2,2,830.719,833.719,0.605,1.268,0.608,0.918,841.647,862.037,0.6,0.681,0.849,0.352,2.453,1.001,1.335,1.652,NaN,0,NaN,0.155,NaN,114,NaN,0.677,0.134,16
heights_high_5.mov,1,2,2,877.971,880.971,0.5,2.186,0.5,0.267,892.17,912.176,0.809,0.849,1,0.202,2.069,2.169,1.502,1.568,NaN,0,NaN,0.158,NaN,114,NaN,0.677,0.134,17
heights_low_2.m4v,1,1,1,928.977,931.977,0.736,2.169,0.761,1.051,943.944,963.969,0,0.044,0.132,1,2.72,2.052,2.303,0.784,NaN,0,NaN,0.053,NaN,114,NaN,0.677,0.134,18
heights_high_2.mov,1,2,1,981.318,984.319,0.706,1.819,0.729,0.868,995.751,1016.642,0.831,0.889,0.992,0.312,2.82,1.018,1.185,2.57,NaN,0,NaN,0.151,NaN,114,NaN,0.677,0.134,19
social_low_4.m4v,2,1,2,1033.726,1036.727,0.703,2.57,0.728,0.568,1044.605,1065.331,0.055,0.052,0.345,0.81,2.086,1.035,2.687,1.101,NaN,0,NaN,0.051,NaN,114,NaN,0.677,0.134,20
social_high_6.mov,2,2,1,1081.73,1084.73,0.448,3.153,0.379,0.818,1092.441,1112.981,0.528,0.63,0.694,0.414,3.938,2.286,1.869,3.287,NaN,0,NaN,0.154,NaN,114,NaN,0.677,0.134,21
social_low_1.m4v,2,1,1,1133.854,1136.854,0.568,2.67,0.568,0.501,1143.765,1164.591,0,0,0.087,0.853,1.802,0.834,2.587,2.053,NaN,0,NaN,0.151,NaN,114,NaN,0.677,0.134,22
spider_low_2.mov,3,1,2,1181.356,1184.357,0.5,0.484,0.5,1.068,1191.651,1212.191,0.112,0.145,0.262,0.5,2.386,1.835,1.752,0.017,NaN,0,NaN,0.051,NaN,114,NaN,0.677,0.134,23
spider_high_2.m4v,3,2,1,1227.674,1230.674,0.627,1.018,0.642,0.651,1237.085,1257.143,0.599,0.636,0.608,0.478,2.736,1.802,1.635,1.435,NaN,0,NaN,0.052,NaN,114,NaN,0.677,0.134,24
heights_low_4.m4v,1,1,2,1345.972,1348.972,0.5,1.752,0.5,1.201,1360.671,1381.697,0.567,0.61,0.678,0.785,2.803,2.52,2.453,1.085,NaN,0,NaN,0.25,NaN,114,NaN,0.677,0.134,25
spider_low_3.m4v,3,1,2,1400.048,1403.048,0.5,1.802,0.5,0.301,1408.891,1429.567,0.499,0.5,0.576,0.5,2.269,1.252,2.319,1.068,NaN,0,NaN,0.051,NaN,114,NaN,0.677,0.134,26
spider_high_5.m4v,3,2,1,1445.966,1448.966,0.66,2.236,0.675,0.851,1457.795,1478.287,0.659,0.627,0.627,0.357,2.286,2.136,1.819,2.67,NaN,0,NaN,0.154,NaN,114,NaN,0.677,0.134,27
social_low_5.m4v,2,1,2,1496.688,1499.688,0.36,2.053,0.311,0.768,1508.251,1528.243,0,0,0.07,0.49,1.785,0.834,2.253,4.072,NaN,0,NaN,0.263,NaN,114,NaN,0.677,0.134,28
social_low_6.m4v,2,1,1,1546.677,1549.677,0.14,3.087,0.132,1.318,1557.822,1577.213,0.527,0.515,0.656,0.5,2.453,1.185,2.153,1.786,NaN,0,NaN,0.109,NaN,114,NaN,0.677,0.134,29
social_high_2.mov,2,2,1,1594.279,1597.28,0.413,3.054,0.365,0.601,1605.675,1626.632,0.178,0.316,1,0.151,2.653,2.653,0.901,2.086,NaN,0,NaN,0.05,NaN,114,NaN,0.677,0.134,30
spider_high_4.m4v,3,2,2,1644.418,1647.419,0.425,0.851,0.379,0.501,1653.512,1673.987,0.77,0.831,0.835,0.147,6.657,1.218,1.368,1.518,NaN,0,NaN,0.154,NaN,114,NaN,0.677,0.134,31
spider_low_6.m4v,3,1,1,1694.24,1697.24,0.5,2.57,0.5,0.1,1703.65,1724.159,0.463,0.369,0.546,0.677,2.92,0.718,1.869,1.969,NaN,0,NaN,0.051,NaN,114,NaN,0.677,0.134,32
social_high_5.m4v,2,2,2,1741.125,1744.125,0.332,2.453,0.263,0.567,1750.886,1770.894,0.633,0.759,0.96,0.5,1.819,1.185,1.752,2.003,NaN,0,NaN,0.158,NaN,114,NaN,0.677,0.134,33
heights_low_5.m4v,1,1,2,1787.143,1790.143,0.317,2.887,0.289,0.467,1802.243,1822.252,0.253,0.238,0.33,0.636,2.52,1.385,1.368,1.168,NaN,0,NaN,0.158,NaN,114,NaN,0.677,0.134,34
heights_high_3.m4v,1,2,1,1838.182,1841.183,0.53,2.186,0.5,0.267,1852.381,1872.991,0.866,0.982,0.989,0.115,2.119,1.068,1.518,2.002,NaN,0,NaN,0.204,NaN,114,NaN,0.677,0.134,35
heights_high_1.m4v,1,2,1,1889.189,1892.189,0.51,1.769,0.5,0.534,1903.238,1923.647,0.848,0.937,0.97,0.037,2.002,0.885,1.235,1.001,NaN,0,NaN,0.103,NaN,114,NaN,0.677,0.134,36
spider_low_6.m4v,3,1,2,10.078,13.104,0.229,6.207,0.005,2.886,25.962,46.488,0.48,0.673,0.659,0.135,5.557,1.836,3.955,3.905,NaN,0,NaN,0.102,NaN,115,NaN,0.825,0.117,1
spider_low_5.mov,3,1,1,71.295,74.297,0.502,3.454,0.544,2.853,86.346,106.686,0.29,0.165,0.329,0.411,3.171,2.386,4.405,2.536,0.809,0,0.836,0.103,0.799,115,0.782,0.825,0.117,2
spider_high_1.mov,3,2,1,128.692,131.693,0.295,4.972,0.105,3.637,144.059,164.065,0.748,0.744,0.818,0,4.355,2.954,1.702,1.185,NaN,0,NaN,0.105,NaN,115,0.757,0.825,0.117,3
social_low_6.m4v,2,1,2,183.77,186.771,0.243,4.556,0.135,3.604,198.67,218.096,0.034,0.045,0.509,0.855,1.218,2.386,3.788,4.455,NaN,0,NaN,0.109,NaN,115,NaN,0.825,0.117,4
social_high_3.mov,2,2,1,239.448,242.45,0.369,4.405,0.09,1.535,252.146,272.52,0.605,0.714,0.49,0.361,2.92,6.307,4.638,2.319,NaN,0,NaN,0.103,NaN,115,NaN,0.825,0.117,5
social_high_6.mov,2,2,1,298.246,301.247,0.5,2.286,0.137,4.005,313.28,333.821,0.837,0.786,0.589,0.311,2.169,1.368,1.535,1.285,NaN,0,NaN,0.051,NaN,115,NaN,0.825,0.117,6
heights_low_6.m4v,1,1,2,349.687,352.687,0.319,6.875,0.282,7.275,375.582,393.572,0.005,0,0.712,0.915,1.552,1.602,3.971,1.502,NaN,0,NaN,0.118,NaN,115,NaN,0.825,0.117,7
spider_high_5.m4v,3,2,2,411.688,414.691,0.534,0.985,0.638,1.569,421.983,442.475,0.772,0.646,0.481,0.293,1.685,3.888,3.287,2.403,NaN,0,NaN,0.103,NaN,115,NaN,0.825,0.117,8
heights_high_3.m4v,1,2,2,463.229,466.229,0.219,1.652,0.034,2.036,478.662,499.288,0.69,0.666,0.58,0.34,5.023,1.969,5.74,1.452,NaN,0,NaN,0.255,NaN,115,NaN,0.825,0.117,9
heights_low_5.m4v,1,1,1,522.961,525.962,0.5,1.001,0.571,3.354,539.062,559.054,0.188,0.208,0.5,0.726,4.755,1.685,1.252,3.988,NaN,0,NaN,0.158,NaN,115,NaN,0.825,0.117,10
heights_high_1.m4v,1,2,1,580.225,583.225,0.348,4.088,0.189,2.586,598.645,619.054,0.712,0.653,0.587,0.323,3.12,4.522,1.368,6.423,0.755,0,0.809,0.206,NaN,115,0.779,0.825,0.117,11
social_low_1.m4v,2,1,2,643.978,646.979,0.291,5.573,0.121,1.835,659.129,679.955,0.068,0.093,0.489,0.796,2.77,2.103,3.804,1.435,NaN,0,NaN,0.101,NaN,115,NaN,0.825,0.117,12
heights_high_5.mov,1,2,2,789.306,792.306,0.316,5.189,0.113,3.321,809.562,829.568,0.917,0.924,0.834,0.333,1.435,1.785,1.886,4.088,NaN,0,NaN,0.21,NaN,115,NaN,0.825,0.117,13
heights_low_3.mov,1,1,1,848.254,851.255,0.624,1.268,0.332,3.571,864.839,883.344,0.111,0,0.595,0.862,1.852,1.135,1.402,3.421,NaN,0,NaN,0.057,NaN,115,NaN,0.825,0.117,14
spider_high_3.mov,3,2,2,900.646,903.646,0.535,3.671,0.446,3.471,914.527,934.667,0.597,0.871,0.744,0.329,2.887,1.118,1.302,2.386,NaN,0,NaN,0.052,NaN,115,NaN,0.825,0.117,15
spider_low_1.m4v,3,1,1,951.852,954.852,0.398,6.341,0.156,2.269,967.202,987.445,0.008,0.048,0.282,0.491,3.571,1.352,4.956,1.468,NaN,0,NaN,0.208,0.78,115,NaN,0.825,0.117,16
social_high_5.m4v,2,2,2,1008.298,1011.298,0.403,2.77,0.183,2.72,1022.53,1042.539,0.595,0.736,0.359,0.5,2.103,2.67,3.871,2.269,0.75,0,0.799,0.105,0.723,115,0.768,0.825,0.117,17
